term	arousal
check that	0.050
weirdest	0.050
led by	0.050
wave on	0.050
digital camera	0.050
homeless person	0.050
court system	0.050
real issue	0.050
general meeting	0.050
secondary market	0.050
pretty girl	0.050
political science	0.050
boat load	0.050
turn out	0.050
in question	0.050
tap in	0.050
christmas gift	0.050
strike on	0.050
walk over	0.050
outlook	0.050
illogic	0.048
bladelike	0.048
likableness	0.048
animism	0.048
impressiveness	0.048
mouth watering	0.048
undermanned	0.048
observational	0.048
capitalistic	0.048
rough in	0.048
expandable	0.048
dressing up	0.048
diversely	0.048
declaredly	0.048
art deco	0.048
magnetron	0.048
bad news	0.048
folk music	0.048
angularity	0.048
incompliance	0.048
joint pain	0.048
point blank	0.048
high up	0.048
camphor	0.048
ergot	0.048
club soda	0.048
netbook	0.048
quintuple	0.048
florid	0.048
parametric	0.048
fertileness	0.048
laundryman	0.048
turgidity	0.048
environmentally friendly	0.048
defamed	0.048
audiovisual	0.048
colonoscopy	0.048
wordily	0.048
implausible	0.048
hear from	0.048
addressable	0.048
tribute band	0.048
semitism	0.048
food court	0.048
amigo	0.048
stunt double	0.048
executive order	0.048
cockspur	0.048
polychromic	0.048
have reason	0.048
fluoridate	0.048
guilty pleasure	0.048
climate change	0.048
connectedness	0.048
airworthy	0.048
sipper	0.048
multifunctional	0.048
rightfully	0.048
kill off	0.048
mandibular	0.048
bisector	0.048
bad breath	0.048
cognizant	0.048
spit up	0.048
evadable	0.048
school board	0.048
myocardium	0.048
uncharacteristically	0.048
quick look	0.048
arse	0.048
contemporaneously	0.048
african american	0.048
scratch off	0.048
costumed	0.048
hot air	0.048
far right	0.048
at will	0.048
get onto	0.048
box set	0.048
soccer ball	0.048
pound cake	0.048
gentle giant	0.048
ponton	0.048
catch it	0.048
puli	0.048
coeducation	0.048
biomathematics	0.048
bounteously	0.048
real estate	0.048
inductivity	0.048
tuneable	0.048
burnable	0.048
phosphorous	0.048
connectivity	0.048
manmade	0.048
strong point	0.048
moral support	0.048
drive away	0.048
open up	0.048
venture out	0.048
rare occurrence	0.048
victimization	0.048
almightiness	0.048
third baseman	0.048
demote	0.048
inside out	0.048
open bar	0.048
come online	0.048
consolation prize	0.048
frontward	0.048
medical science	0.048
physically	0.048
spendable	0.048
professional help	0.048
good will	0.048
supercenter	0.048
get after	0.048
buy out	0.048
nonconventional	0.048
vouch for	0.048
likability	0.048
cryptographist	0.048
urbaneness	0.048
cross country	0.048
unbidden	0.048
licence	0.048
cut one	0.048
claptrap	0.048
glut	0.048
dead body	0.048
great story	0.048
remedially	0.048
fast food	0.048
conundrum	0.048
windbreaker	0.048
picked up	0.048
driver license	0.048
cytoplast	0.048
art director	0.048
capstone	0.048
local business	0.048
bad times	0.048
iambic	0.048
heterogenic	0.048
immune system	0.048
conveyor belt	0.048
school district	0.046
underwear	0.046
jack in	0.046
something about	0.046
lawman	0.046
what	0.046
zippy	0.046
root cause	0.046
cheese grater	0.046
round trip	0.046
make it	0.046
ball club	0.046
guinea pig	0.046
labour	0.046
bad day	0.046
break with	0.046
jet ski	0.046
potty mouth	0.046
flare up	0.046
fanbase	0.046
have words	0.046
blood orange	0.046
pure gold	0.046
slide down	0.046
close friend	0.046
skate park	0.046
floor it	0.046
disagree with	0.046
suffer from	0.046
jet fuel	0.046
private citizen	0.046
retirement fund	0.046
garage door	0.046
open door	0.046
show interest	0.046
so much	0.046
little league	0.046
remembrance day	0.046
true statement	0.046
rare occasions	0.046
hypocrisy	0.046
plus size	0.046
hard right	0.046
atta girl	0.046
hang with	0.046
blue box	0.046
depth perception	0.046
call after	0.046
full circle	0.046
user interface	0.046
stand up	0.046
edge off	0.046
kerosene	0.046
raise to	0.046
first time	0.046
party line	0.046
judgement	0.046
minority group	0.046
driven	0.046
second chance	0.046
reach for	0.046
deficit spending	0.046
gift wrapping	0.046
on standby	0.046
fiscal policy	0.046
cold open	0.046
take pleasure	0.046
bad guy	0.046
big mouth	0.046
sucked in	0.046
picture show	0.046
stack up	0.046
entitlement	0.046
wine tasting	0.046
real thing	0.046
nice things	0.046
androgen	0.046
cost effective	0.046
point spread	0.046
go well	0.046
jurist	0.046
moral compass	0.046
get support	0.046
slap on	0.044
wrongful death	0.044
bear hug	0.044
mickey mouse	0.044
funniest	0.044
rain forest	0.044
short order	0.044
head over	0.044
thrown in	0.044
toy store	0.044
olympic	0.044
trash collector	0.044
a no-brainer	0.044
be sacked	0.044
pitch in	0.044
pilgrimage	0.044
alma mater	0.044
happy easter	0.044
any longer	0.044
once more	0.044
medicine ball	0.044
chuck it	0.044
pay rise	0.044
senior citizen	0.044
grow from	0.044
all together	0.044
clean water	0.044
newness	0.044
bright orange	0.044
mind reader	0.044
faculty member	0.044
mortgagor	0.044
vitamin c	0.044
swimming pool	0.044
bond market	0.044
forest green	0.044
lover boy	0.044
window dressing	0.044
replay	0.044
humour	0.044
dark red	0.044
parental leave	0.044
drop pass	0.044
financial situation	0.044
family medicine	0.044
candy crush	0.044
do wrong	0.044
student loan	0.044
carrier pigeon	0.044
whole nother	0.044
alleged	0.044
frying pan	0.044
damaged goods	0.044
drudgery	0.044
lock in	0.044
right turn	0.044
common denominator	0.044
dibs on	0.044
megabucks	0.042
recopy	0.042
bangle	0.042
exculpatory	0.042
superoxide	0.042
migratory	0.042
branded	0.042
inappropriately	0.042
aggrieved	0.042
bimodal	0.042
headmost	0.042
precondition	0.042
encumbrance	0.042
postimpressionist	0.042
musicologist	0.042
major key	0.042
cinematically	0.042
intercostal	0.042
adult male	0.042
spring for	0.042
critically ill	0.042
speckle	0.042
skywalk	0.042
hearable	0.042
break off	0.042
hirable	0.042
detectible	0.042
glowworm	0.042
analytic	0.042
bronchial	0.042
provolone	0.042
liberally	0.042
homoeopathist	0.042
multidimensional	0.042
italic	0.042
caboodle	0.042
bankable	0.042
double entendre	0.042
neurogenic	0.042
sensitively	0.042
afresh	0.042
externally	0.042
mental block	0.042
illuminant	0.042
franchisee	0.042
shaped	0.042
dressiness	0.042
backboned	0.042
attributive	0.042
unforgotten	0.042
wildfowl	0.042
psychometrical	0.042
coarseness	0.042
festoon	0.042
positivism	0.042
untraditional	0.042
foregone conclusion	0.042
blueray	0.042
rip up	0.042
redder	0.042
knotty	0.042
shook up	0.042
stars	0.042
bonehead	0.042
wall in	0.042
polychrome	0.042
romanticism	0.042
overfull	0.042
unpremeditated	0.042
collectiveness	0.042
superset	0.042
palpability	0.042
escapable	0.042
onomatopoeic	0.042
cosmopolitism	0.042
honestly	0.042
conceptualistic	0.042
criminology	0.042
cardiograph	0.042
cant	0.042
inequitably	0.042
reinstatement	0.042
overpay	0.042
splendiferous	0.042
viscosity	0.042
municipally	0.042
onetime	0.042
compression	0.042
antimatter	0.042
assistant professor	0.042
bipod	0.042
edged	0.042
columbine	0.042
elude	0.042
market place	0.042
novelty	0.042
explicitness	0.042
needlelike	0.042
hayride	0.042
perceptibility	0.042
sextet	0.042
overseas	0.042
holidays	0.042
tanginess	0.042
distorted	0.042
tinsel	0.042
pantsuit	0.042
taker	0.042
fortifiable	0.042
curability	0.042
codpiece	0.042
irreversibly	0.042
turn away	0.042
first lady	0.042
cybernetic	0.042
serration	0.042
very negative	0.042
augmentable	0.042
markedly	0.042
prestigiously	0.042
hyperbole	0.042
thriving	0.042
fugue	0.042
limitlessly	0.042
flea market	0.042
incongruently	0.042
checklist	0.042
biological father	0.042
cosign	0.042
disproportionately	0.042
exclusory	0.042
northwester	0.042
priorities	0.042
lost cause	0.042
matchlessly	0.042
antifreeze	0.042
turkish	0.042
virtually	0.042
took	0.042
infirm	0.042
atlantic canada	0.042
multidigit	0.042
intellectualism	0.042
harsh on	0.042
abnormally	0.042
functionality	0.042
postgraduate	0.042
denaturalize	0.042
orderable	0.042
click bait	0.042
hereditable	0.042
corpuscle	0.042
tourniquet	0.042
freehandedness	0.042
matchstick	0.042
schoolgirl	0.042
stopwatch	0.042
arcade	0.042
favorer	0.042
girl scout	0.042
puffin	0.042
strangest	0.042
milkshake	0.042
sweet spot	0.042
benefiter	0.042
grandness	0.042
exotically	0.042
liaison	0.041
diver	0.040
rudiments	0.040
rotation	0.040
reciprocal	0.040
inseparable	0.040
managerial	0.040
insertion	0.040
deliverance	0.040
pronounce	0.040
ratchet	0.040
flog	0.040
rancher	0.040
refreshing	0.040
distinctive	0.040
godforsaken	0.040
zoom	0.040
ritual	0.040
press	0.040
occupy	0.040
cracked	0.040
hop	0.040
overcrowded	0.040
hinterland	0.040
adjudicate	0.040
tender	0.040
choice	0.040
smell	0.040
loopy	0.040
wearing	0.040
clang	0.040
diagnose	0.040
parenting	0.040
recidivism	0.040
dandy	0.040
extensive	0.040
unfounded	0.040
attentive	0.040
prove	0.040
morning shift	0.040
seaside	0.040
archetype	0.040
gelding	0.040
snob	0.040
dogmatic	0.040
rampart	0.040
borderline	0.040
murmur	0.040
complexion	0.040
ptsd	0.040
apostasy	0.040
telephone	0.040
savvy	0.040
mismanagement	0.040
gusher	0.040
scotch	0.040
dispense	0.040
regain	0.040
roasted	0.040
reggae	0.040
realistic	0.040
xoxo	0.040
detect	0.040
eternity	0.040
beat down	0.040
chaperon	0.040
negativity	0.040
circulation	0.040
qualified	0.040
bottom feeder	0.040
christmas	0.040
locate	0.040
onus	0.040
elector	0.040
angiogram	0.040
decompression	0.040
replica	0.040
caused	0.040
heraldry	0.040
settle	0.040
compromise	0.040
rear	0.040
lender	0.040
aerospace	0.040
adjustment	0.040
overseer	0.040
guiding	0.040
unzip	0.040
sluice	0.040
ahead	0.040
oscillatory	0.040
trilogy	0.040
strikeout	0.040
ex	0.040
urn	0.040
vaccine	0.040
stratus	0.040
lawn mower	0.040
intend	0.040
rekindle	0.040
conveyance	0.040
filtration	0.040
conspicuous	0.040
juicer	0.040
self conscious	0.040
retort	0.040
bail	0.040
gator	0.040
bluejay	0.040
commuter	0.040
swordfish	0.040
modification	0.040
demeaned	0.040
redheaded	0.040
anytime soon	0.040
duality	0.040
prevalence	0.040
subjected	0.040
night vision	0.040
gleam	0.040
plight	0.040
airlock	0.040
brimstone	0.040
accomplished	0.040
unafraid	0.040
sailing	0.040
pneumatic	0.040
unsatisfactory	0.040
brainy	0.040
bruising	0.040
corset	0.040
deployment	0.040
escrow	0.040
attainment	0.040
screwed	0.040
mitigating	0.040
earring	0.040
stupidrain	0.040
corvette	0.040
colorful	0.040
depression	0.040
smartass	0.040
inbred	0.040
chemistry	0.040
performance	0.040
hoist	0.040
smart phone	0.040
procure	0.040
improper	0.040
pizzeria	0.040
random	0.040
precedence	0.040
physical	0.040
divide	0.040
deploy	0.040
coloration	0.040
zoo	0.040
wokemeup	0.040
feminine	0.040
underwrite	0.040
highball	0.040
tread	0.040
drift	0.040
montage	0.040
foxtrot	0.040
cookie cutter	0.040
global	0.040
cornet	0.040
precaution	0.040
ecliptic	0.040
negligee	0.040
keyword	0.040
authoritative	0.040
preppy	0.040
spandex	0.040
ornery	0.040
fad	0.040
replace	0.040
refuse	0.040
personable	0.040
automotive	0.040
mystic	0.040
trendy	0.040
fragmentary	0.040
chicken pox	0.039
bureaucrat	0.038
diverse	0.038
outskirts	0.038
tennis	0.038
lifer	0.038
international	0.038
affiliated	0.038
dork	0.038
ragged	0.038
nuthouse	0.038
counsel	0.038
recombinant	0.038
election	0.038
rift	0.038
doit	0.038
premier	0.038
hegemonic	0.038
brood	0.038
bootleg	0.038
sustenance	0.038
stagecoach	0.038
canon	0.038
nomadic	0.038
commie	0.038
crawl	0.038
best buy	0.038
ancestry	0.038
replacement	0.038
speedway	0.038
racial	0.038
ministerial	0.038
midterm elections	0.038
raising	0.038
merengue	0.038
restart	0.038
lml	0.038
resistive	0.038
bond	0.038
abandon	0.038
assistance	0.038
flagging	0.038
threshold	0.038
poverty	0.038
sea level	0.038
burdened	0.038
evanescence	0.038
bridesmaid	0.038
wringer	0.038
exude	0.038
devious	0.038
turd	0.038
iloveher	0.038
screwdriver	0.038
errand	0.038
runaround	0.038
equip	0.038
edema	0.038
heirs	0.038
discourse on	0.038
boilerplate	0.038
switchboard	0.038
fatherhood	0.038
sarcoma	0.038
offside	0.038
wanderer	0.038
petrol	0.038
uniformed	0.038
bogey	0.038
tuberculosis	0.038
adorable	0.038
receptive	0.038
inquire	0.038
minx	0.038
cur	0.038
fetus	0.038
changer	0.038
rebut	0.038
steeple	0.038
retreat	0.038
bicycle	0.038
mountainous	0.038
democratic	0.038
astrologer	0.038
airborne	0.038
wench	0.038
bailiff	0.038
ohdear	0.038
indisposed	0.038
unending	0.038
matted	0.038
croupier	0.038
accretion	0.038
swine	0.038
menstrual	0.038
vent	0.038
supply	0.038
blockade	0.038
stereo	0.038
inequitable	0.038
solicitation	0.038
outhouse	0.038
overlying	0.038
derivation	0.038
junket	0.038
gastronomy	0.038
manifesto	0.038
glutton	0.038
foreigner	0.038
televised	0.038
glossy	0.038
job creation	0.038
construe	0.038
sleepover	0.038
stillborn	0.038
new born	0.038
gratified	0.038
lucrative	0.038
daiquiri	0.038
misrepresented	0.038
disallow	0.038
catalytic	0.038
thirst	0.038
equestrian	0.038
shabby	0.038
squealer	0.038
inconsiderate	0.038
repetition	0.038
phonics	0.038
usefulness	0.038
achieved	0.038
matron	0.038
disillusionment	0.038
outside of	0.038
juju	0.038
legend	0.038
gully	0.038
liable	0.038
croquet	0.038
greater	0.038
dine	0.038
committal	0.038
premise	0.038
recitation	0.038
recursively	0.038
designer	0.038
buyer	0.038
aristocratic	0.038
jab	0.038
perk	0.038
sterility	0.038
reticent	0.038
legged	0.037
feigner	0.037
hymnist	0.037
anecdotal	0.037
modernly	0.037
surefire	0.037
superimposition	0.037
steelhead	0.037
stories	0.037
gastro	0.037
cincher	0.037
over	0.037
covertly	0.037
irreligiously	0.037
utopist	0.037
unreasonably	0.037
supping	0.037
stigmata	0.037
thermo	0.037
wattage	0.037
seizable	0.037
ritz	0.037
germinal	0.037
westerner	0.037
osteopath	0.037
cleverly	0.037
confider	0.037
directional	0.037
skyscraping	0.037
backlit	0.037
astrobiology	0.037
corroboratory	0.037
superstitiously	0.037
maybe	0.037
aeronautically	0.037
sulfurous	0.037
symbolist	0.037
superconductor	0.037
roadworthy	0.037
adoptively	0.037
workability	0.037
spiritualization	0.037
retroversion	0.037
introducible	0.037
incredibleness	0.037
disputably	0.037
associable	0.037
westward	0.037
lexicographer	0.037
gild	0.037
icepick	0.037
impressionist	0.037
topmast	0.037
ultramodern	0.037
contaminant	0.037
passerby	0.037
positron	0.037
atomically	0.037
chainmail	0.037
foaminess	0.037
odorous	0.037
coalitionist	0.037
polyphony	0.037
luminousness	0.037
semiformal	0.037
voluminously	0.037
wonton	0.037
telephonic	0.037
unvarnished	0.037
absolutely	0.037
diviner	0.037
distinctly	0.037
homophobe	0.037
multimillion	0.037
meanest	0.037
starred	0.037
polymorphic	0.037
euphonically	0.037
bighead	0.037
watershed	0.037
ducktail	0.037
medievalist	0.037
featured	0.037
decorativeness	0.037
idolism	0.037
glorifier	0.037
unifier	0.037
distinctively	0.037
fine example	0.036
employer	0.036
ozone layer	0.036
arthritis	0.036
knack	0.036
god	0.036
deadbeat dad	0.036
lymph node	0.036
greaser	0.036
as possible	0.036
ailing	0.036
fleshy	0.036
crap up	0.036
head to	0.036
picked	0.036
creative	0.036
revel in	0.036
platinum	0.036
contraception	0.036
movingforward	0.036
all gone	0.036
alzheimers	0.036
lift	0.036
pin down	0.036
grocery list	0.036
halfway decent	0.036
elastic	0.036
brain drain	0.036
golden years	0.036
inaffable	0.036
face value	0.036
boy scouts	0.036
ad libs	0.036
effect	0.036
opposites	0.036
prime minister	0.036
coiled	0.036
churn out	0.036
concrete jungle	0.036
eulogize	0.036
rigging	0.036
health check	0.036
disjointed	0.036
prince charming	0.036
real time	0.034
want from	0.034
snap	0.034
plan on	0.034
allstar	0.034
humpty dumpty	0.034
rousing	0.034
child care	0.034
beta version	0.034
first nation	0.034
cutting out	0.034
serial number	0.034
time up	0.034
head off	0.034
start time	0.034
new world	0.034
true north	0.034
young lady	0.034
rainbows	0.034
chunky	0.034
rear window	0.034
flagstaff	0.034
project manager	0.034
life insurance	0.034
secret weapon	0.034
background check	0.034
blender	0.034
aggregation	0.034
body type	0.034
rising tide	0.034
inflation rate	0.034
mind you	0.034
civil suit	0.034
first dibs	0.034
provide	0.034
problem solving	0.034
eye candy	0.034
drawing board	0.034
take away	0.034
ramp	0.034
progress to	0.034
ahhh	0.034
hello	0.034
designated driver	0.034
jail cell	0.034
explain	0.034
bridal shower	0.034
play to	0.034
air guitar	0.034
work day	0.034
to come	0.034
full term	0.034
slip on	0.034
hard knocks	0.034
usher in	0.034
happen by	0.034
reverse split	0.034
office work	0.032
highschool	0.032
great dane	0.032
heaven sent	0.032
stock up	0.032
partake in	0.032
on business	0.032
dressed up	0.032
well versed	0.032
split up	0.032
pull on	0.032
foray into	0.032
power company	0.032
theatre	0.032
first family	0.032
vested interests	0.032
family doctor	0.032
price up	0.032
ball hockey	0.032
surgeon general	0.032
oomf	0.032
starting line	0.032
top shelf	0.032
retail therapy	0.032
resort to	0.032
you bet	0.032
online dating	0.032
price point	0.032
far fetched	0.032
my bad	0.032
fml	0.032
time flies	0.032
most certainly	0.032
stick up	0.032
hit list	0.032
mental note	0.032
extension cord	0.032
mix in	0.032
rat on	0.032
regular guy	0.032
upper deck	0.032
cry for	0.032
opposed to	0.032
dumbest	0.032
grow in	0.032
plane ticket	0.032
charge it	0.032
mulled wine	0.032
young man	0.032
deep freeze	0.032
widely known	0.032
impose on	0.032
u turn	0.032
american express	0.032
pay cash	0.032
tire pressure	0.032
duct tape	0.032
web design	0.032
run dry	0.032
find fault	0.032
pull in	0.032
tack on	0.032
drat	0.032
to heart	0.032
take stock	0.032
purple heart	0.032
summer months	0.032
mess around	0.032
feast on	0.032
inner workings	0.032
play out	0.032
set against	0.032
full moon	0.032
cryptic	0.032
pretty	0.032
phd	0.032
straight year	0.032
drop back	0.032
match play	0.032
soccer field	0.032
open mind	0.032
sign language	0.032
east asia	0.032
on trend	0.032
see around	0.032
drag queen	0.032
family court	0.032
everywhere	0.032
